workload,function,version,elapsed time,perf_thread_page_fault,perf_thread_cache_misses,perf_thread_instructions
700,display,3,114827,0,449,3455
700,display,3,105239,0,433,3455
700,display,3,66238,0,427,3455
700,display,3,102030,0,427,3455
700,display,3,92828,0,391,3456
700,display,3,98616,0,392,3455
700,display,3,89997,0,413,3461
700,display,3,90959,0,401,3457
700,display,3,100087,0,462,3457
700,display,3,100170,0,450,3461
700,display,3,99198,0,477,3461
700,display,3,51131,0,351,3456
700,display,3,107374,0,460,3457
700,display,3,110658,0,316,3457
700,display,3,91081,0,415,3458
700,display,3,97263,0,402,3456
700,display,3,104728,0,533,3457
700,display,3,123078,0,455,3457
700,display,3,108246,0,510,3457
700,display,3,126407,0,336,3457
700,display,3,146662,0,457,3457
700,display,3,94819,0,405,3457
700,display,3,91212,0,407,3457
700,display,3,98188,0,426,3455
700,display,3,103375,0,433,3457
700,display,3,67733,0,398,3461
700,display,3,102007,0,368,3457
700,display,3,108369,0,410,3457
700,display,3,155018,0,357,3452
700,display,3,98721,0,427,3455
700,display,3,101630,0,424,3455
700,display,3,106861,0,483,3461
700,display,3,124770,0,507,3450
700,display,3,97089,0,417,3457
700,display,3,113453,0,478,3461
700,display,3,166784,0,555,3457
700,display,3,118342,0,429,3452
700,display,3,99412,0,389,3457
700,display,3,92710,0,394,3457
700,display,3,107184,0,422,3457
700,display,3,147864,0,430,3457
700,display,3,65454,0,397,3454
700,display,3,109786,0,408,3452
700,display,3,102347,0,396,3457
700,display,3,105160,0,418,3455
700,display,3,120931,0,454,3455
700,display,3,77898,0,421,3455
700,display,3,104856,0,431,3455
700,display,3,93461,0,412,3457
700,display,3,94336,0,434,3452
700,display,3,93182,0,384,3457
700,display,3,102460,0,444,3461
700,display,3,86713,0,400,3457
700,display,3,101526,0,398,3461
700,display,3,89662,0,400,3459
700,display,3,90049,0,415,3459
700,display,3,99466,0,413,3457
700,display,3,101911,0,469,3459
700,display,3,249378,0,509,3457
700,display,3,107672,0,425,3448
700,display,3,120973,0,431,3457
700,display,3,133249,0,443,3457
700,display,3,92910,0,404,3457
700,display,3,88611,0,384,3450
700,display,3,64667,0,408,3451
700,display,3,120362,0,509,3461
700,display,3,107745,0,435,3461
700,display,3,100517,0,445,3457
700,display,3,160360,0,535,3456
700,display,3,93226,0,409,3461
700,display,3,119977,0,432,3457
700,display,3,102063,0,437,3457
700,display,3,118051,0,539,3457
700,display,3,94616,0,428,3452
700,display,3,117884,0,480,3457
700,display,3,103535,0,427,3461
700,display,3,102697,0,425,3452
700,display,3,143918,0,480,3461
700,display,3,52045,0,436,3455
700,display,3,172686,0,512,3456
700,display,3,113502,0,446,3459
700,display,3,142323,0,308,3452
700,display,3,100676,0,431,3457
700,display,3,126840,0,546,3454
700,display,3,75631,0,452,3455
700,display,3,88419,0,442,3448
800,display,3,111366,0,426,3450
800,display,3,99208,0,417,3457
800,display,3,67350,0,460,3447
800,display,3,87327,0,406,3457
800,display,3,94192,0,459,3459
800,display,3,98079,0,413,3457
800,display,3,236013,0,561,3608
800,display,3,107574,0,461,3457
800,display,3,166843,0,535,3609
800,display,3,96099,0,427,3455
800,display,3,105957,0,432,3457
800,display,3,122832,0,568,3457
800,display,3,106387,0,406,3452
800,display,3,85777,0,393,3457
800,display,3,115826,0,448,3461
800,display,3,90336,0,412,3457
800,display,3,99032,0,422,3455
800,display,3,103911,0,411,3457
800,display,3,127980,0,600,3461
800,display,3,98519,0,412,3461
800,display,3,95779,0,448,3457
800,display,3,98125,0,436,3457
800,display,3,113892,0,436,3461
800,display,3,75628,0,479,3456
800,display,3,116446,0,476,3457
800,display,3,114611,0,522,3456
800,display,3,92437,0,428,3455
800,display,3,112861,0,325,3456
800,display,3,110979,0,472,3459
800,display,3,103251,0,466,3456
800,display,3,101186,0,421,3451
800,display,3,146791,0,451,3461
800,display,3,99099,0,428,3455
800,display,3,124681,0,494,3457
800,display,3,107250,0,438,3456
800,display,3,111908,0,437,3456
800,display,3,113614,0,513,3455
800,display,3,109511,0,323,3447
800,display,3,107089,0,498,3461
800,display,3,100648,0,470,3457
800,display,3,49171,0,351,3456
800,display,3,93485,0,423,3457
800,display,3,106228,0,471,3459
800,display,3,93803,0,420,3461
800,display,3,96580,0,427,3456
800,display,3,110237,0,444,3461
800,display,3,420030,0,646,3457
800,display,3,88876,0,407,3457
800,display,3,110949,0,411,3457
800,display,3,104727,0,320,3456
800,display,3,100347,0,469,3450
800,display,3,104674,0,411,3455
800,display,3,123978,0,475,3457
800,display,3,105429,0,494,3456
800,display,3,103426,0,430,3457
800,display,3,96577,0,433,3457
800,display,3,95518,0,402,3457
800,display,3,113482,0,293,3453
800,display,3,91187,0,444,3455
800,display,3,166377,0,528,3457
800,display,3,130676,0,455,3459
800,display,3,103673,0,313,3461
800,display,3,118333,0,528,3455
800,display,3,99009,0,424,3459
800,display,3,105036,0,391,3461
800,display,3,92627,0,413,3448
800,display,3,87429,0,368,3457
800,display,3,93681,0,407,3457
800,display,3,91597,0,436,3457
800,display,3,103686,0,433,3457
800,display,3,92303,0,395,3452
800,display,3,99538,0,421,3457
800,display,3,99447,0,412,3455
800,display,3,90626,0,396,3455
800,display,3,163010,0,452,3455
800,display,3,101439,0,466,3461
800,display,3,99553,0,412,3457
800,display,3,96706,0,405,3461
800,display,3,159527,0,534,3457
800,display,3,103281,0,286,3456
800,display,3,99392,0,431,3456
800,display,3,99419,0,426,3461
800,display,3,101408,0,410,3457
800,display,3,123534,0,451,3461
800,display,3,66063,0,395,3455
800,display,3,95794,0,419,3457
800,display,3,125632,0,443,3447
800,display,3,81654,0,411,3457
800,display,3,146560,0,437,3457
800,display,3,102751,0,425,3457
800,display,3,108240,0,429,3455
800,display,3,97706,0,426,3461
800,display,3,97878,0,427,3457
800,display,3,103041,0,450,3459
800,display,3,176254,0,592,3608
800,display,3,107822,0,382,3461
800,display,3,114772,0,444,3455
800,display,3,109386,0,436,3457
800,display,3,91501,0,425,3457
800,display,3,95657,0,390,3457
900,display,3,129044,0,423,3452
900,display,3,76666,0,439,3454
900,display,3,88209,0,428,3455
900,display,3,111471,0,514,3456
900,display,3,98859,0,421,3457
900,display,3,120172,0,517,3461
900,display,3,95057,0,372,3450
900,display,3,89539,0,405,3457
900,display,3,112523,0,479,3457
900,display,3,101535,0,453,3457
900,display,3,92271,0,434,3459
900,display,3,91075,0,374,3459
900,display,3,114602,0,515,3457
900,display,3,124462,0,473,3452
900,display,3,95696,0,418,3457
900,display,3,98220,0,442,3456
900,display,3,114905,0,434,3459
900,display,3,98528,0,417,3457
900,display,3,94296,0,423,3459
900,display,3,101671,0,452,3456
900,display,3,114873,0,416,3452
900,display,3,88493,0,420,3457
900,display,3,101469,0,403,3457
900,display,3,115224,0,433,3457
900,display,3,65504,0,400,3451
900,display,3,94372,0,394,3459
900,display,3,175048,0,521,3461
900,display,3,108387,0,480,3455
900,display,3,74401,0,410,3457
900,display,3,65256,0,416,3456
900,display,3,113610,0,420,3456
900,display,3,467958,0,534,3461
900,display,3,77800,0,431,3455
900,display,3,137407,0,472,3456
900,display,3,93261,0,414,3461
900,display,3,90962,0,381,3455
900,display,3,120021,0,444,3457
900,display,3,92406,0,394,3450
900,display,3,102100,0,436,3459
900,display,3,106993,0,468,3457
900,display,3,85753,0,457,3457
900,display,3,97631,0,392,3456
900,display,3,103973,0,413,3455
900,display,3,93027,0,410,3457
900,display,3,90439,0,411,3457
900,display,3,101365,0,438,3452
900,display,3,111705,0,442,3457
900,display,3,89949,0,398,3455
900,display,3,92151,0,400,3456
900,display,3,90013,0,398,3461
900,display,3,93885,0,437,3457
900,display,3,255268,0,500,3404
900,display,3,113232,0,443,3457
900,display,3,101836,0,426,3452
900,display,3,91249,0,410,3461
900,display,3,92092,0,393,3457
900,display,3,112898,0,423,3455
900,display,3,96609,0,370,3456
900,display,3,115861,0,326,3451
900,display,3,88641,0,409,3455
